"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",170306.77,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",184916.25,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",197069.39,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",187282.98,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",169519.72,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",167391.39,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",171703.17,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",175615.42,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",179457.59,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",195085.25,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",262975.91,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",270205.34,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",297763.22,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",326631.28,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",356704.59,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",372836.41,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",426283.44,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",54758.738,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",60147.566,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",69400.727,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",80430.813,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",92790.523,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",108495.29,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",122089.17,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",135997.56,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",145576.44,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",156260.3,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",170306.77,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",184916.25,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",197069.39,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",187282.98,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",169519.72,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",167391.39,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",171703.17,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",175615.42,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",179457.59,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",195085.25,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",262975.91,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",270205.34,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",297763.22,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",326631.28,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",356704.59,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",372836.41,,
"IRL","Ireland","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",426283.44,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",15205.271,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",16587.398,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",18939.695,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",21655.066,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",24712.674,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",28519.465,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",31598.254,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",34588.695,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",36421.48,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",38418.242,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",40939.039,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",43307.707,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",44786.625,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",41655.172,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2009","2009",37346.07,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2010","2010",36710.5,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2011","2011",37501.707,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2012","2012",38198.523,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2013","2013",38843.281,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2014","2014",41931.625,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2015","2015",56002.688,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2016","2016",56897.383,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2017","2017",62004.617,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2018","2018",67199.07,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2019","2019",72395.391,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2020","2020",74861.844,,
"IRL","Ireland","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2021","2021",84940.234,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",22095.85,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",23192.5,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",25048.619,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",27488.449,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",30164.561,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",33164.672,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",39279.73,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",44715.77,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",47552.199,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",51287.059,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",56238.289,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",62062.738,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",70236.25,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",77829.75,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",79460.531,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",108627.8,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",81113.719,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",74665.906,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",72869.688,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",73315,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",76416.797,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",75880.438,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",77882.188,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",82792.211,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",86510.344,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",101952.54,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",105814.25,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",988243.19,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",1045872.7,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",1092357.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",1138856.1,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1175149.5,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1241512.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1304136.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1350258.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1394693.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1452319,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1493635.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1552686.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1614839.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1637699.4,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1577255.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1611279.4,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1648755.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1624358.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1612751.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1627405.6,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1655355,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",1695786.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",1736592.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",1771391.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",1796648.5,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",1661019.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",1787675.4,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1995","1995",988243.19,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1996","1996",1045872.7,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1997","1997",1092357.3,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1998","1998",1138856.1,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","1999","1999",1175149.5,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2000","2000",1241512.9,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2001","2001",1304136.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2002","2002",1350258.9,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2003","2003",1394693.3,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2004","2004",1452319,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2005","2005",1493635.3,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2006","2006",1552686.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2007","2007",1614839.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2008","2008",1637699.4,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2009","2009",1577255.9,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2010","2010",1611279.4,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2011","2011",1648755.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2012","2012",1624358.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2013","2013",1612751.3,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2014","2014",1627405.6,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2015","2015",1655355,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2016","2016",1695786.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2017","2017",1736592.8,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2018","2018",1771391.3,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2019","2019",1796648.5,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2020","2020",1661019.9,,
"ITA","Italy","GDP_ADJ","Gross Domestic Product - Adjusted (mln)","LOCAL_CUR","Local currency","2021","2021",1787675.4,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1995","1995",17385.088,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1996","1996",18393.725,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1997","1997",19201.084,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1998","1998",20012.689,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","1999","1999",20646.977,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2000","2000",21803.076,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2001","2001",22887.703,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2002","2002",23651.49,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2003","2003",24298.129,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2004","2004",25114.373,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2005","2005",25678.529,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2006","2006",26587.148,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2007","2007",27483.734,,
"ITA","Italy","GDP_CAPITA","GDP per Capita","LOCAL_CUR","Local currency","2008","2008",27658.609,,
